Grid Size ,85,,,,,,,,
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,13,52,2,2,0,26,104,0
0,1,13,51,2,2,0,26,102,0
0,1,14,51,2,2,0,28,102,0
0,1,15,51,2,2,0,30,102,0
0,1,15,52,2,2,0,30,104,0
0,1,15,53,2,2,0,30,106,0
0,1,14,53,2,2,0,28,106,0
0,0,15,52,2,2,0,30,104,0
0,1,14,53,2,2,0,28,106,0
0,1,14,52,2,2,0,28,104,0
0,1,14,51,2,2,0,28,102,0
0,1,15,51,2,2,0,30,102,0
0,1,16,51,2,2,0,32,102,0
0,1,16,52,2,2,0,32,104,0
0,1,16,53,2,2,0,32,106,0
0,1,15,53,2,2,0,30,106,0
0,0,16,52,2,2,0,32,104,0
0,1,15,53,2,2,0,30,106,0
0,1,15,52,2,2,0,30,104,0
0,1,15,51,2,2,0,30,102,0
0,1,16,51,2,2,0,32,102,0
0,1,17,51,2,2,0,34,102,0
0,1,17,52,2,2,0,34,104,0
0,1,17,53,2,2,0,34,106,0
0,1,16,53,2,2,0,32,106,0
0,0,17,52,2,2,0,34,104,0
0,1,16,53,2,2,0,32,106,0
0,1,16,52,2,2,0,32,104,0
0,1,16,51,2,2,0,32,102,0
0,1,17,51,2,2,0,34,102,0
0,1,18,51,2,2,0,36,102,0
0,1,18,52,2,2,0,36,104,0
0,1,18,53,2,2,0,36,106,0
0,1,17,53,2,2,0,34,106,0
0,0,18,52,2,2,0,36,104,0
0,1,17,53,2,2,0,34,106,0
0,1,17,52,2,2,0,34,104,0
0,1,17,51,2,2,0,34,102,0
0,1,18,51,2,2,0,36,102,0
0,1,19,51,2,2,0,38,102,0
0,1,19,52,2,2,0,38,104,0
0,1,19,53,2,2,0,38,106,0
0,1,18,53,2,2,0,36,106,0
0,0,19,52,2,2,0,38,104,0
0,1,18,53,2,2,0,36,106,0
0,1,18,52,2,2,0,36,104,0
0,1,18,51,2,2,0,36,102,0
0,1,19,51,2,2,0,38,102,0
0,1,20,51,2,2,0,40,102,0
0,1,20,52,2,2,0,40,104,0
0,1,20,53,2,2,0,40,106,0
0,1,19,53,2,2,0,38,106,0
0,0,20,52,2,2,0,40,104,0
0,1,19,53,2,2,0,38,106,0
0,1,19,52,2,2,0,38,104,0
0,1,19,51,2,2,0,38,102,0
0,1,20,51,2,2,0,40,102,0
0,1,21,51,2,2,0,42,102,0
0,1,21,52,2,2,0,42,104,0
0,1,21,53,2,2,0,42,106,0
0,1,20,53,2,2,0,40,106,0
0,0,21,52,2,2,0,42,104,0
0,1,20,53,2,2,0,40,106,0
0,1,20,52,2,2,0,40,104,0
0,1,20,51,2,2,0,40,102,0
0,1,21,51,2,2,0,42,102,0
0,1,22,51,2,2,0,44,102,0
0,1,22,52,2,2,0,44,104,0
0,1,22,53,2,2,0,44,106,0
0,1,21,53,2,2,0,42,106,0
0,0,22,52,2,2,0,44,104,0
0,1,21,53,2,2,0,42,106,0
0,1,21,52,2,2,0,42,104,0
0,1,21,51,2,2,0,42,102,0
0,1,22,51,2,2,0,44,102,0
0,1,23,51,2,2,0,46,102,0
0,1,23,52,2,2,0,46,104,0
0,1,23,53,2,2,0,46,106,0
0,1,22,53,2,2,0,44,106,0
0,0,23,52,2,2,0,46,104,0
0,1,22,53,2,2,0,44,106,0
0,1,22,52,2,2,0,44,104,0
0,1,22,51,2,2,0,44,102,0
0,1,23,51,2,2,0,46,102,0
0,1,24,51,2,2,0,48,102,0
0,1,24,52,2,2,0,48,104,0
0,1,24,53,2,2,0,48,106,0
0,1,23,53,2,2,0,46,106,0
0,0,24,52,2,2,0,48,104,0
0,1,23,53,2,2,0,46,106,0
0,1,23,52,2,2,0,46,104,0
0,1,23,51,2,2,0,46,102,0
0,1,24,51,2,2,0,48,102,0
0,1,25,51,2,2,0,50,102,0
0,1,25,52,2,2,0,50,104,0
0,1,25,53,2,2,0,50,106,0
0,1,24,53,2,2,0,48,106,0
0,0,25,52,2,2,0,50,104,0
0,1,24,53,2,2,0,48,106,0
0,1,24,52,2,2,0,48,104,0
0,1,24,51,2,2,0,48,102,0
0,1,25,51,2,2,0,50,102,0
0,1,26,51,2,2,0,52,102,0
0,1,26,52,2,2,0,52,104,0
0,1,26,53,2,2,0,52,106,0
0,1,25,53,2,2,0,50,106,0
0,0,26,52,2,2,0,52,104,0
0,1,25,53,2,2,0,50,106,0
0,1,25,52,2,2,0,50,104,0
0,1,25,51,2,2,0,50,102,0
0,1,26,51,2,2,0,52,102,0
0,1,27,51,2,2,0,54,102,0
0,1,27,52,2,2,0,54,104,0
0,1,27,53,2,2,0,54,106,0
0,1,26,53,2,2,0,52,106,0
0,0,27,52,2,2,0,54,104,0
0,1,26,53,2,2,0,52,106,0
0,1,26,52,2,2,0,52,104,0
0,1,26,51,2,2,0,52,102,0
0,1,27,51,2,2,0,54,102,0
0,1,28,51,2,2,0,56,102,0
0,1,28,52,2,2,0,56,104,0
0,1,28,53,2,2,0,56,106,0
0,1,27,53,2,2,0,54,106,0
0,0,28,52,2,2,0,56,104,0
0,1,27,53,2,2,0,54,106,0
0,1,27,52,2,2,0,54,104,0
0,1,27,51,2,2,0,54,102,0
0,1,28,51,2,2,0,56,102,0
0,1,29,51,2,2,0,58,102,0
0,1,29,52,2,2,0,58,104,0
0,1,29,53,2,2,0,58,106,0
0,1,28,53,2,2,0,56,106,0
0,0,29,52,2,2,0,58,104,0
0,1,28,53,2,2,0,56,106,0
0,1,28,52,2,2,0,56,104,0
0,1,28,51,2,2,0,56,102,0
0,1,29,51,2,2,0,58,102,0
0,1,30,51,2,2,0,60,102,0
0,1,30,52,2,2,0,60,104,0
0,1,30,53,2,2,0,60,106,0
0,1,29,53,2,2,0,58,106,0
0,0,30,52,2,2,0,60,104,0
0,1,29,53,2,2,0,58,106,0
0,1,29,52,2,2,0,58,104,0
0,1,29,51,2,2,0,58,102,0
0,1,30,51,2,2,0,60,102,0
0,1,31,51,2,2,0,62,102,0
0,1,31,52,2,2,0,62,104,0
0,1,31,53,2,2,0,62,106,0
0,1,30,53,2,2,0,60,106,0
0,0,31,52,2,2,0,62,104,0
0,1,30,53,2,2,0,60,106,0
0,1,30,52,2,2,0,60,104,0
0,1,30,51,2,2,0,60,102,0
0,1,31,51,2,2,0,62,102,0
0,1,32,51,2,2,0,64,102,0
0,1,32,52,2,2,0,64,104,0
0,1,32,53,2,2,0,64,106,0
0,1,31,53,2,2,0,62,106,0
0,0,32,52,2,2,0,64,104,0
0,1,31,53,2,2,0,62,106,0
0,1,31,52,2,2,0,62,104,0
0,1,31,51,2,2,0,62,102,0
0,1,32,51,2,2,0,64,102,0
0,1,33,51,2,2,0,66,102,0
0,1,33,52,2,2,0,66,104,0
0,1,33,53,2,2,0,66,106,0
0,1,32,53,2,2,0,64,106,0
0,0,33,52,2,2,0,66,104,0
0,1,32,53,2,2,0,64,106,0
0,1,32,52,2,2,0,64,104,0
0,1,32,51,2,2,0,64,102,0
0,1,33,51,2,2,0,66,102,0
0,1,34,51,2,2,0,68,102,0
0,1,34,52,2,2,0,68,104,0
0,1,34,53,2,2,0,68,106,0
0,1,33,53,2,2,0,66,106,0
0,0,34,52,2,2,0,68,104,0
0,1,33,53,2,2,0,66,106,0
0,1,33,52,2,2,0,66,104,0
0,1,33,51,2,2,0,66,102,0
0,1,34,51,2,2,0,68,102,0
0,1,35,51,2,2,0,70,102,0
0,1,35,52,2,2,0,70,104,0
0,1,35,53,2,2,0,70,106,0
0,1,34,53,2,2,0,68,106,0
0,0,35,52,2,2,0,70,104,0
0,1,34,53,2,2,0,68,106,0
0,1,34,52,2,2,0,68,104,0
0,1,34,51,2,2,0,68,102,0
0,1,35,51,2,2,0,70,102,0
0,1,36,51,2,2,0,72,102,0
0,1,36,52,2,2,0,72,104,0
0,1,36,53,2,2,0,72,106,0
0,1,35,53,2,2,0,70,106,0
0,0,36,52,2,2,0,72,104,0
0,1,35,53,2,2,0,70,106,0
0,1,35,52,2,2,0,70,104,0
0,1,35,51,2,2,0,70,102,0
0,1,36,51,2,2,0,72,102,0
0,1,37,51,2,2,0,74,102,0
0,1,37,52,2,2,0,74,104,0
0,1,37,53,2,2,0,74,106,0
0,1,36,53,2,2,0,72,106,0
0,0,37,52,2,2,0,74,104,0
0,1,36,53,2,2,0,72,106,0
0,1,36,52,2,2,0,72,104,0
0,1,36,51,2,2,0,72,102,0
0,1,37,51,2,2,0,74,102,0
0,1,38,51,2,2,0,76,102,0
0,1,38,52,2,2,0,76,104,0
0,1,38,53,2,2,0,76,106,0
0,1,37,53,2,2,0,74,106,0
0,0,38,52,2,2,0,76,104,0
0,1,37,53,2,2,0,74,106,0
0,1,37,52,2,2,0,74,104,0
0,1,37,51,2,2,0,74,102,0
0,1,38,51,2,2,0,76,102,0
0,1,39,51,2,2,0,78,102,0
0,1,39,52,2,2,0,78,104,0
0,1,39,53,2,2,0,78,106,0
0,1,38,53,2,2,0,76,106,0
0,0,39,52,2,2,0,78,104,0
0,1,38,53,2,2,0,76,106,0
0,1,38,52,2,2,0,76,104,0
0,1,38,51,2,2,0,76,102,0
0,1,39,51,2,2,0,78,102,0
0,1,40,51,2,2,0,80,102,0
0,1,40,52,2,2,0,80,104,0
0,1,40,53,2,2,0,80,106,0
0,1,39,53,2,2,0,78,106,0
0,0,40,52,2,2,0,80,104,0
0,1,39,53,2,2,0,78,106,0
0,1,39,52,2,2,0,78,104,0
0,1,39,51,2,2,0,78,102,0
0,1,40,51,2,2,0,80,102,0
0,1,41,51,2,2,0,82,102,0
0,1,41,52,2,2,0,82,104,0
0,1,41,53,2,2,0,82,106,0
0,1,40,53,2,2,0,80,106,0
0,0,41,52,2,2,0,82,104,0
0,1,40,53,2,2,0,80,106,0
0,1,40,52,2,2,0,80,104,0
0,1,40,51,2,2,0,80,102,0
0,1,41,51,2,2,0,82,102,0
0,1,42,51,2,2,0,84,102,0
0,1,42,52,2,2,0,84,104,0
0,1,42,53,2,2,0,84,106,0
0,1,41,53,2,2,0,82,106,0
0,0,42,52,2,2,0,84,104,0
0,1,41,53,2,2,0,82,106,0
0,1,41,52,2,2,0,82,104,0
0,1,41,51,2,2,0,82,102,0
0,1,42,51,2,2,0,84,102,0
0,1,43,51,2,2,0,86,102,0
0,1,43,52,2,2,0,86,104,0
0,1,43,53,2,2,0,86,106,0
0,1,42,53,2,2,0,84,106,0
0,0,43,52,2,2,0,86,104,0
0,1,42,53,2,2,0,84,106,0
0,1,42,52,2,2,0,84,104,0
0,1,42,51,2,2,0,84,102,0
0,1,43,51,2,2,0,86,102,0
0,1,44,51,2,2,0,88,102,0
0,1,44,52,2,2,0,88,104,0
0,1,44,53,2,2,0,88,106,0
0,1,43,53,2,2,0,86,106,0
0,0,44,52,2,2,0,88,104,0
0,1,43,53,2,2,0,86,106,0
0,1,43,52,2,2,0,86,104,0
0,1,43,51,2,2,0,86,102,0
0,1,44,51,2,2,0,88,102,0
0,1,45,51,2,2,0,90,102,0
0,1,45,52,2,2,0,90,104,0
0,1,45,53,2,2,0,90,106,0
0,1,44,53,2,2,0,88,106,0
0,0,45,52,2,2,0,90,104,0
0,1,44,53,2,2,0,88,106,0
0,1,44,52,2,2,0,88,104,0
0,1,44,51,2,2,0,88,102,0
0,1,45,51,2,2,0,90,102,0
0,1,46,51,2,2,0,92,102,0
0,1,46,52,2,2,0,92,104,0
0,1,46,53,2,2,0,92,106,0
0,1,45,53,2,2,0,90,106,0
0,0,46,52,2,2,0,92,104,0
0,1,45,53,2,2,0,90,106,0
0,1,45,52,2,2,0,90,104,0
0,1,45,51,2,2,0,90,102,0
0,1,46,51,2,2,0,92,102,0
0,1,47,51,2,2,0,94,102,0
0,1,47,52,2,2,0,94,104,0
0,1,47,53,2,2,0,94,106,0
0,1,46,53,2,2,0,92,106,0
0,0,47,52,2,2,0,94,104,0
0,1,46,53,2,2,0,92,106,0
0,1,46,52,2,2,0,92,104,0
0,1,46,51,2,2,0,92,102,0
0,1,47,51,2,2,0,94,102,0
0,1,48,51,2,2,0,96,102,0
0,1,48,52,2,2,0,96,104,0
0,1,48,53,2,2,0,96,106,0
0,1,47,53,2,2,0,94,106,0
0,0,48,52,2,2,0,96,104,0
0,1,47,53,2,2,0,94,106,0
0,1,47,52,2,2,0,94,104,0
0,1,47,51,2,2,0,94,102,0
0,1,48,51,2,2,0,96,102,0
0,1,49,51,2,2,0,98,102,0
0,1,49,52,2,2,0,98,104,0
0,1,49,53,2,2,0,98,106,0
0,1,48,53,2,2,0,96,106,0
0,0,49,52,2,2,0,98,104,0
0,1,48,53,2,2,0,96,106,0
0,1,48,52,2,2,0,96,104,0
0,1,48,51,2,2,0,96,102,0
0,1,49,51,2,2,0,98,102,0
0,1,50,51,2,2,0,100,102,0
0,1,50,52,2,2,0,100,104,0
0,1,50,53,2,2,0,100,106,0
0,1,49,53,2,2,0,98,106,0
0,0,50,52,2,2,0,100,104,0
0,1,49,53,2,2,0,98,106,0
0,1,49,52,2,2,0,98,104,0
0,1,49,51,2,2,0,98,102,0
0,1,50,51,2,2,0,100,102,0
0,1,51,51,2,2,0,102,102,0
0,1,51,52,2,2,0,102,104,0
0,1,51,53,2,2,0,102,106,0
0,1,50,53,2,2,0,100,106,0
0,0,51,52,2,2,0,102,104,0
0,1,50,53,2,2,0,100,106,0
0,1,50,52,2,2,0,100,104,0
0,1,50,51,2,2,0,100,102,0
0,1,51,51,2,2,0,102,102,0
0,1,52,51,2,2,0,104,102,0
0,1,52,52,2,2,0,104,104,0
0,1,52,53,2,2,0,104,106,0
0,1,51,53,2,2,0,102,106,0
0,0,52,52,2,2,0,104,104,0
0,1,51,53,2,2,0,102,106,0
0,1,51,52,2,2,0,102,104,0
0,1,51,51,2,2,0,102,102,0
0,1,52,51,2,2,0,104,102,0
0,1,53,51,2,2,0,106,102,0
0,1,53,52,2,2,0,106,104,0
0,1,53,53,2,2,0,106,106,0
0,1,52,53,2,2,0,104,106,0
0,0,53,52,2,2,0,106,104,0
0,1,52,53,2,2,0,104,106,0
0,1,52,52,2,2,0,104,104,0
0,1,52,51,2,2,0,104,102,0
0,1,53,51,2,2,0,106,102,0
0,1,54,51,2,2,0,108,102,0
0,1,54,52,2,2,0,108,104,0
0,1,54,53,2,2,0,108,106,0
0,1,53,53,2,2,0,106,106,0
0,0,54,52,2,2,0,108,104,0
0,1,53,53,2,2,0,106,106,0
0,1,53,52,2,2,0,106,104,0
0,1,53,51,2,2,0,106,102,0
0,1,54,51,2,2,0,108,102,0
0,1,55,51,2,2,0,110,102,0
0,1,55,52,2,2,0,110,104,0
0,1,55,53,2,2,0,110,106,0
0,1,54,53,2,2,0,108,106,0
0,0,55,52,2,2,0,110,104,0
0,1,54,53,2,2,0,108,106,0
0,1,54,52,2,2,0,108,104,0
0,1,54,51,2,2,0,108,102,0
0,1,55,51,2,2,0,110,102,0
0,1,56,51,2,2,0,112,102,0
0,1,56,52,2,2,0,112,104,0
0,1,56,53,2,2,0,112,106,0
0,1,55,53,2,2,0,110,106,0
0,0,56,52,2,2,0,112,104,0
0,1,55,53,2,2,0,110,106,0
0,1,55,52,2,2,0,110,104,0
0,1,55,51,2,2,0,110,102,0
0,1,56,51,2,2,0,112,102,0
0,1,57,51,2,2,0,114,102,0
0,1,57,52,2,2,0,114,104,0
0,1,57,53,2,2,0,114,106,0
0,1,56,53,2,2,0,112,106,0
0,0,57,52,2,2,0,114,104,0
0,1,56,53,2,2,0,112,106,0
0,1,56,52,2,2,0,112,104,0
0,1,56,51,2,2,0,112,102,0
0,1,57,51,2,2,0,114,102,0
0,1,58,51,2,2,0,116,102,0
0,1,58,52,2,2,0,116,104,0
0,1,58,53,2,2,0,116,106,0
0,1,57,53,2,2,0,114,106,0
0,0,58,52,2,2,0,116,104,0
0,1,57,53,2,2,0,114,106,0
0,1,57,52,2,2,0,114,104,0
0,1,57,51,2,2,0,114,102,0
0,1,58,51,2,2,0,116,102,0
0,1,59,51,2,2,0,118,102,0
0,1,59,52,2,2,0,118,104,0
0,1,59,53,2,2,0,118,106,0
0,1,58,53,2,2,0,116,106,0
0,0,59,52,2,2,0,118,104,0
0,1,58,53,2,2,0,116,106,0
0,1,58,52,2,2,0,116,104,0
0,1,58,51,2,2,0,116,102,0
0,1,59,51,2,2,0,118,102,0
0,1,60,51,2,2,0,120,102,0
0,1,60,52,2,2,0,120,104,0
0,1,60,53,2,2,0,120,106,0
0,1,59,53,2,2,0,118,106,0
0,0,60,52,2,2,0,120,104,0
0,1,59,53,2,2,0,118,106,0
0,1,59,52,2,2,0,118,104,0
0,1,59,51,2,2,0,118,102,0
0,1,60,51,2,2,0,120,102,0
0,1,61,51,2,2,0,122,102,0
0,1,61,52,2,2,0,122,104,0
0,1,61,53,2,2,0,122,106,0
0,1,60,53,2,2,0,120,106,0
0,0,61,52,2,2,0,122,104,0
0,1,60,53,2,2,0,120,106,0
0,1,60,52,2,2,0,120,104,0
0,1,60,51,2,2,0,120,102,0
0,1,61,51,2,2,0,122,102,0
0,1,62,51,2,2,0,124,102,0
0,1,62,52,2,2,0,124,104,0
0,1,62,53,2,2,0,124,106,0
0,1,61,53,2,2,0,122,106,0
0,0,62,52,2,2,0,124,104,0
0,1,61,53,2,2,0,122,106,0
0,1,61,52,2,2,0,122,104,0
0,1,61,51,2,2,0,122,102,0
0,1,62,51,2,2,0,124,102,0
0,1,63,51,2,2,0,126,102,0
0,1,63,52,2,2,0,126,104,0
0,1,63,53,2,2,0,126,106,0
0,1,62,53,2,2,0,124,106,0
0,0,63,52,2,2,0,126,104,0
0,1,62,53,2,2,0,124,106,0
0,1,62,52,2,2,0,124,104,0
0,1,62,51,2,2,0,124,102,0
0,1,63,51,2,2,0,126,102,0
0,1,64,51,2,2,0,128,102,0
0,1,64,52,2,2,0,128,104,0
0,1,64,53,2,2,0,128,106,0
0,1,63,53,2,2,0,126,106,0
0,0,64,52,2,2,0,128,104,0
0,1,63,53,2,2,0,126,106,0
0,1,63,52,2,2,0,126,104,0
0,1,63,51,2,2,0,126,102,0
0,1,64,51,2,2,0,128,102,0
0,1,65,51,2,2,0,130,102,0
0,1,65,52,2,2,0,130,104,0
0,1,65,53,2,2,0,130,106,0
0,1,64,53,2,2,0,128,106,0
0,0,65,52,2,2,0,130,104,0
0,1,64,53,2,2,0,128,106,0
0,1,64,52,2,2,0,128,104,0
0,1,64,51,2,2,0,128,102,0
0,1,65,51,2,2,0,130,102,0
0,1,66,51,2,2,0,132,102,0
0,1,66,52,2,2,0,132,104,0
0,1,66,53,2,2,0,132,106,0
0,1,65,53,2,2,0,130,106,0
0,0,66,52,2,2,0,132,104,0
0,1,65,53,2,2,0,130,106,0
0,1,65,52,2,2,0,130,104,0
0,1,65,51,2,2,0,130,102,0
0,1,66,51,2,2,0,132,102,0
0,1,67,51,2,2,0,134,102,0
0,1,67,52,2,2,0,134,104,0
0,1,67,53,2,2,0,134,106,0
0,1,66,53,2,2,0,132,106,0
0,0,67,52,2,2,0,134,104,0
0,1,66,53,2,2,0,132,106,0
0,1,66,52,2,2,0,132,104,0
0,1,66,51,2,2,0,132,102,0
0,1,67,51,2,2,0,134,102,0
0,1,68,51,2,2,0,136,102,0
0,1,68,52,2,2,0,136,104,0
0,1,68,53,2,2,0,136,106,0
0,1,67,53,2,2,0,134,106,0
0,0,68,52,2,2,0,136,104,0
0,1,67,53,2,2,0,134,106,0
0,1,67,52,2,2,0,134,104,0
0,1,67,51,2,2,0,134,102,0
0,1,68,51,2,2,0,136,102,0
0,1,69,51,2,2,0,138,102,0
0,1,69,52,2,2,0,138,104,0
0,1,69,53,2,2,0,138,106,0
0,1,68,53,2,2,0,136,106,0
0,0,69,52,2,2,0,138,104,0
0,1,68,53,2,2,0,136,106,0
0,1,68,52,2,2,0,136,104,0
0,1,68,51,2,2,0,136,102,0
0,1,69,51,2,2,0,138,102,0
0,1,70,51,2,2,0,140,102,0
0,1,70,52,2,2,0,140,104,0
0,1,70,53,2,2,0,140,106,0
0,1,69,53,2,2,0,138,106,0
0,0,70,52,2,2,0,140,104,0
0,1,69,53,2,2,0,138,106,0
0,1,69,52,2,2,0,138,104,0
0,1,69,51,2,2,0,138,102,0
0,1,70,51,2,2,0,140,102,0
0,1,71,51,2,2,0,142,102,0
0,1,71,52,2,2,0,142,104,0
0,1,71,53,2,2,0,142,106,0
0,1,70,53,2,2,0,140,106,0
0,0,71,52,2,2,0,142,104,0
0,1,70,53,2,2,0,140,106,0
0,1,70,52,2,2,0,140,104,0
0,1,70,51,2,2,0,140,102,0
0,1,71,51,2,2,0,142,102,0
0,1,72,51,2,2,0,144,102,0
0,1,72,52,2,2,0,144,104,0
0,1,72,53,2,2,0,144,106,0
0,1,71,53,2,2,0,142,106,0
0,0,72,52,2,2,0,144,104,0
0,1,71,53,2,2,0,142,106,0
0,1,71,52,2,2,0,142,104,0
0,1,71,51,2,2,0,142,102,0
0,1,72,51,2,2,0,144,102,0
0,1,73,51,2,2,0,146,102,0
0,1,73,52,2,2,0,146,104,0
0,1,73,53,2,2,0,146,106,0
0,1,72,53,2,2,0,144,106,0
0,0,73,52,2,2,0,146,104,0
0,1,72,53,2,2,0,144,106,0
0,1,72,52,2,2,0,144,104,0
0,1,72,51,2,2,0,144,102,0
0,1,73,51,2,2,0,146,102,0
0,1,74,51,2,2,0,148,102,0
0,1,74,52,2,2,0,148,104,0
0,1,74,53,2,2,0,148,106,0
0,1,73,53,2,2,0,146,106,0
0,0,74,52,2,2,0,148,104,0
0,1,73,53,2,2,0,146,106,0
0,1,73,52,2,2,0,146,104,0
0,1,73,51,2,2,0,146,102,0
0,1,74,51,2,2,0,148,102,0
0,1,75,51,2,2,0,150,102,0
0,1,75,52,2,2,0,150,104,0
0,1,75,53,2,2,0,150,106,0
0,1,74,53,2,2,0,148,106,0
0,0,75,52,2,2,0,150,104,0
0,1,74,53,2,2,0,148,106,0
0,1,74,52,2,2,0,148,104,0
0,1,74,51,2,2,0,148,102,0
0,1,75,51,2,2,0,150,102,0
0,1,76,51,2,2,0,152,102,0
0,1,76,52,2,2,0,152,104,0
0,1,76,53,2,2,0,152,106,0
0,1,75,53,2,2,0,150,106,0
0,0,76,52,2,2,0,152,104,0
0,1,75,53,2,2,0,150,106,0
0,1,75,52,2,2,0,150,104,0
0,1,75,51,2,2,0,150,102,0
0,1,76,51,2,2,0,152,102,0
0,1,77,51,2,2,0,154,102,0
0,1,77,52,2,2,0,154,104,0
0,1,77,53,2,2,0,154,106,0
0,1,76,53,2,2,0,152,106,0
0,0,77,52,2,2,0,154,104,0
0,1,76,53,2,2,0,152,106,0
0,1,76,52,2,2,0,152,104,0
0,1,76,51,2,2,0,152,102,0
0,1,77,51,2,2,0,154,102,0
0,1,78,51,2,2,0,156,102,0
0,1,78,52,2,2,0,156,104,0
0,1,78,53,2,2,0,156,106,0
0,1,77,53,2,2,0,154,106,0
0,0,78,52,2,2,0,156,104,0
0,1,77,53,2,2,0,154,106,0
0,1,77,52,2,2,0,154,104,0
0,1,77,51,2,2,0,154,102,0
0,1,78,51,2,2,0,156,102,0
0,1,79,51,2,2,0,158,102,0
0,1,79,52,2,2,0,158,104,0
0,1,79,53,2,2,0,158,106,0
0,1,78,53,2,2,0,156,106,0
0,0,79,52,2,2,0,158,104,0
0,1,78,53,2,2,0,156,106,0
0,1,78,52,2,2,0,156,104,0
0,1,78,51,2,2,0,156,102,0
0,1,79,51,2,2,0,158,102,0
0,1,80,51,2,2,0,160,102,0
0,1,80,52,2,2,0,160,104,0
0,1,80,53,2,2,0,160,106,0
0,1,79,53,2,2,0,158,106,0
0,0,80,52,2,2,0,160,104,0
0,1,79,53,2,2,0,158,106,0
0,1,79,52,2,2,0,158,104,0
0,1,79,51,2,2,0,158,102,0
0,1,80,51,2,2,0,160,102,0
0,1,81,51,2,2,0,162,102,0
0,1,81,52,2,2,0,162,104,0
0,1,81,53,2,2,0,162,106,0
0,1,80,53,2,2,0,160,106,0
0,0,81,52,2,2,0,162,104,0
0,1,80,53,2,2,0,160,106,0
0,1,80,52,2,2,0,160,104,0
0,1,80,51,2,2,0,160,102,0
0,1,81,51,2,2,0,162,102,0
0,1,82,51,2,2,0,164,102,0
0,1,82,52,2,2,0,164,104,0
0,1,82,53,2,2,0,164,106,0
0,1,81,53,2,2,0,162,106,0
0,0,82,52,2,2,0,164,104,0
0,1,81,53,2,2,0,162,106,0
0,1,81,52,2,2,0,162,104,0
0,1,81,51,2,2,0,162,102,0
0,1,82,51,2,2,0,164,102,0
0,1,83,51,2,2,0,166,102,0
0,1,83,52,2,2,0,166,104,0
0,1,83,53,2,2,0,166,106,0
0,1,82,53,2,2,0,164,106,0
0,0,83,52,2,2,0,166,104,0
0,1,82,53,2,2,0,164,106,0
0,1,82,52,2,2,0,164,104,0
0,1,82,51,2,2,0,164,102,0
0,1,83,51,2,2,0,166,102,0
0,1,84,51,2,2,0,168,102,0
0,1,84,52,2,2,0,168,104,0
0,1,84,53,2,2,0,168,106,0
0,1,83,53,2,2,0,166,106,0
0,0,84,52,2,2,0,168,104,0
0,1,83,53,2,2,0,166,106,0
0,1,83,52,2,2,0,166,104,0
0,1,83,51,2,2,0,166,102,0
0,1,84,51,2,2,0,168,102,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,84,53,2,2,0,168,106,0
0,0,0,53,2,2,0,0,106,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,52,2,2,0,0,104,0
0,1,1,52,2,2,0,2,104,0
0,1,1,53,2,2,0,2,106,0
0,1,1,54,2,2,0,2,108,0
0,1,0,54,2,2,0,0,108,0
0,0,1,53,2,2,0,2,106,0
0,1,0,54,2,2,0,0,108,0
0,1,0,53,2,2,0,0,106,0
0,1,0,52,2,2,0,0,104,0
0,1,1,52,2,2,0,2,104,0
0,1,2,52,2,2,0,4,104,0
0,1,2,53,2,2,0,4,106,0
0,1,2,54,2,2,0,4,108,0
0,1,1,54,2,2,0,2,108,0
0,0,2,53,2,2,0,4,106,0
0,1,1,54,2,2,0,2,108,0
0,1,1,53,2,2,0,2,106,0
0,1,1,52,2,2,0,2,104,0
0,1,2,52,2,2,0,4,104,0
0,1,3,52,2,2,0,6,104,0
0,1,3,53,2,2,0,6,106,0
0,1,3,54,2,2,0,6,108,0
0,1,2,54,2,2,0,4,108,0
0,0,3,53,2,2,0,6,106,0
0,1,2,54,2,2,0,4,108,0
0,1,2,53,2,2,0,4,106,0
0,1,2,52,2,2,0,4,104,0
0,1,3,52,2,2,0,6,104,0
0,1,4,52,2,2,0,8,104,0
0,1,4,53,2,2,0,8,106,0
0,1,4,54,2,2,0,8,108,0
0,1,3,54,2,2,0,6,108,0
0,0,4,53,2,2,0,8,106,0
0,1,3,54,2,2,0,6,108,0
0,1,3,53,2,2,0,6,106,0
0,1,3,52,2,2,0,6,104,0
0,1,4,52,2,2,0,8,104,0
0,1,5,52,2,2,0,10,104,0
0,1,5,53,2,2,0,10,106,0
0,1,5,54,2,2,0,10,108,0
0,1,4,54,2,2,0,8,108,0
0,0,5,53,2,2,0,10,106,0
0,1,4,54,2,2,0,8,108,0
0,1,4,53,2,2,0,8,106,0
0,1,4,52,2,2,0,8,104,0
0,1,5,52,2,2,0,10,104,0
0,1,6,52,2,2,0,12,104,0
0,1,6,53,2,2,0,12,106,0
0,1,6,54,2,2,0,12,108,0
0,1,5,54,2,2,0,10,108,0
0,0,6,53,2,2,0,12,106,0
0,1,5,54,2,2,0,10,108,0
0,1,5,53,2,2,0,10,106,0
0,1,5,52,2,2,0,10,104,0
0,1,6,52,2,2,0,12,104,0
0,1,7,52,2,2,0,14,104,0
